wish_list_id,user_id,product_id
450,450,1394
451,451,77
452,452,698
453,453,630
454,454,798
455,455,1412
456,456,688
457,457,1220
458,458,1188
459,459,1319
460,460,151
461,461,586
462,462,799
463,463,1036
464,464,478
465,465,547
466,466,774
467,467,501
468,468,23
469,469,372
470,470,1124
471,471,1299
472,472,964
473,473,49
474,474,61
475,475,1286
476,476,1141
477,477,247
478,478,1016
479,479,1422
480,480,1121
481,481,212
482,482,558
483,483,724
484,484,802
485,485,872
486,486,102
487,487,1218
488,488,791
489,489,507
490,490,307
491,491,1407
492,492,1330
493,493,797
494,494,865
495,495,253
496,496,498
497,497,322
498,498,1267
499,499,746
500,500,541
1,1,1124
2,2,427
3,3,99
4,4,902
5,5,1095
6,6,1220
7,7,275
8,8,1101
9,9,782
10,10,614
11,11,14
12,12,664
13,13,132
14,14,1171
15,15,305
16,16,294
17,17,1022
18,18,656
19,19,589
20,20,310
21,21,529
22,22,817
23,23,979
24,24,737
25,25,39
26,26,135
27,27,1110
28,28,897
29,29,865
30,30,319
31,31,827
32,32,56
33,33,1218
34,34,691
35,35,709
36,36,228
37,37,1150
38,38,1415
39,39,1127
40,40,108
41,41,762
42,42,1399
43,43,17
44,44,328
45,45,749
46,46,653
47,47,925
48,48,93
49,49,863
50,50,66
51,51,721
52,52,1409
53,53,1299
54,54,946
55,55,1311
56,56,1458
57,57,837
58,58,1210
59,59,954
60,60,1469
61,61,1326
62,62,164
63,63,494
64,64,567
65,65,1069
66,66,37
67,67,662
68,68,790
69,69,87
70,70,341
71,71,1258
72,72,1032
73,73,1379
74,74,966
75,75,286
76,76,615
77,77,647
78,78,652
79,79,665
80,80,561
81,81,28
82,82,66
83,83,346
84,84,22
85,85,900
86,86,1209
87,87,97
88,88,1164
89,89,189
90,90,1387
91,91,893
92,92,706
93,93,1143
94,94,246
95,95,1463
96,96,83
97,97,272
98,98,413
99,99,1396
100,100,1302
101,101,1065
102,102,1450
103,103,763
104,104,534
105,105,631
106,106,1366
107,107,1267
108,108,810
109,109,776
110,110,1183
111,111,113
112,112,1018
113,113,1022
114,114,417
115,115,216
116,116,1215
117,117,625
118,118,869
119,119,422
120,120,649
121,121,1077
122,122,1231
123,123,971
124,124,142
125,125,224
126,126,666
127,127,641
128,128,833
129,129,166
130,130,266
131,131,713
132,132,1311
133,133,1114
134,134,1299
135,135,1253
136,136,663
137,137,1071
138,138,690
139,139,718
140,140,714
141,141,1446
142,142,66
143,143,283
144,144,1402
145,145,974
146,146,155
147,147,368
148,148,207
149,149,857
150,150,251
151,151,349
152,152,632
153,153,341
154,154,1059
155,155,1215
156,156,1035
157,157,660
158,158,911
159,159,485
160,160,1256
161,161,482
162,162,68
163,163,431
164,164,1075
165,165,1410
166,166,1395
167,167,893
168,168,1186
169,169,1114
170,170,1155
171,171,669
172,172,556
173,173,1145
174,174,1383
175,175,1026
176,176,1488
177,177,686
178,178,330
179,179,1058
180,180,626
181,181,542
182,182,1380
183,183,625
184,184,268
185,185,827
186,186,986
187,187,1323
188,188,908
189,189,1099
190,190,633
191,191,565
192,192,485
193,193,1250
194,194,1295
195,195,1195
196,196,30
197,197,337
198,198,1233
199,199,1245
200,200,1134
201,201,1239
202,202,1147
203,203,770
204,204,155
205,205,1348
206,206,473
207,207,1071
208,208,21
209,209,862
210,210,1350
211,211,915
212,212,141
213,213,588
214,214,39
215,215,893
216,216,942
217,217,44
218,218,1458
219,219,1131
220,220,165
221,221,777
222,222,1474
223,223,1025
224,224,1125
225,225,1452
226,226,605
227,227,425
228,228,261
229,229,46
230,230,851
231,231,1420
232,232,1437
233,233,963
234,234,521
235,235,882
236,236,745
237,237,973
238,238,1169
239,239,150
240,240,71
241,241,1072
242,242,490
243,243,1264
244,244,872
245,245,1076
246,246,775
247,247,564
248,248,614
249,249,238
250,250,1085
251,251,1158
252,252,181
253,253,828
254,254,477
255,255,774
256,256,19
257,257,688
258,258,1346
259,259,858
260,260,702
261,261,82
262,262,754
263,263,914
264,264,1176
265,265,186
266,266,641
267,267,164
268,268,766
269,269,508
270,270,953
271,271,155
272,272,978
273,273,1167
274,274,9
275,275,735
276,276,53
277,277,301
278,278,983
279,279,443
280,280,205
281,281,421
282,282,110
283,283,249
284,284,486
285,285,1056
286,286,613
287,287,1435
288,288,1086
289,289,1257
290,290,221
291,291,35
292,292,507
293,293,197
294,294,316
295,295,28
296,296,1318
297,297,477
298,298,862
299,299,1028
300,300,1145
301,301,1210
302,302,870
303,303,886
304,304,1018
305,305,822
306,306,905
307,307,1221
308,308,191
309,309,513
310,310,911
311,311,139
312,312,954
313,313,142
314,314,1337
315,315,1
316,316,453
317,317,481
318,318,572
319,319,1309
320,320,1181
321,321,414
322,322,45
323,323,579
324,324,1185
325,325,1070
326,326,974
327,327,1394
328,328,528
329,329,1150
330,330,1027
331,331,235
332,332,447
333,333,863
334,334,1268
335,335,194
336,336,1448
337,337,638
338,338,679
339,339,585
340,340,553
341,341,1253
342,342,978
343,343,1031
344,344,440
345,345,911
346,346,747
347,347,186
348,348,728
349,349,706
350,350,1215
351,351,922
352,352,1004
353,353,17
354,354,139
355,355,132
356,356,1084
357,357,244
358,358,816
359,359,246
360,360,1021
361,361,47
362,362,1476
363,363,1342
364,364,1125
365,365,389
366,366,930
367,367,633
368,368,1007
369,369,669
370,370,510
371,371,272
372,372,191
373,373,363
374,374,491
375,375,1217
376,376,1029
377,377,20
378,378,136
379,379,540
380,380,604
381,381,604
382,382,955
383,383,1308
384,384,891
385,385,673
386,386,158
387,387,710
388,388,1394
389,389,96
390,390,1266
391,391,831
392,392,55
393,393,1365
394,394,45
395,395,748
396,396,521
397,397,1244
398,398,749
399,399,268
400,400,1189
401,401,1486
402,402,864
403,403,1064
404,404,519
405,405,1284
406,406,98
407,407,152
408,408,497
409,409,92
410,410,834
411,411,557
412,412,86
413,413,489
414,414,106
415,415,294
416,416,900
417,417,1148
418,418,1437
419,419,1223
420,420,1346
421,421,73
422,422,904
423,423,770
424,424,513
425,425,1407
426,426,453
427,427,189
428,428,1102
429,429,1461
430,430,789
431,431,623
432,432,511
433,433,1424
434,434,500
435,435,537
436,436,735
437,437,59
438,438,160
439,439,677
440,440,486
441,441,456
442,442,476
443,443,731
444,444,457
445,445,282
446,446,521
447,447,1412
448,448,376
449,449,485
450,450,262
451,451,1016
452,452,845
453,453,1078
454,454,694
455,455,720
456,456,473
457,457,1386
458,458,1089
459,459,1108
460,460,809
461,461,889
462,462,531
463,463,242
464,464,416
465,465,1186
466,466,100
467,467,947
468,468,964
469,469,968
470,470,826
471,471,1093
472,472,1394
473,473,1095
474,474,345
475,475,328
476,476,895
477,477,959
478,478,703
479,479,298
480,480,353
481,481,178
482,482,1004
483,483,612
484,484,185
485,485,1297
486,486,379
487,487,165
488,488,794
489,489,896
490,490,329
491,491,1398
492,492,578
493,493,781
494,494,626
495,495,811
496,496,1152
497,497,797
498,498,88
499,499,1416
500,500,163
1,1,814
2,2,154
3,3,1464
4,4,1154
5,5,1358
6,6,1175
7,7,1265
8,8,865
9,9,1000
10,10,1013
11,11,593
12,12,58
13,13,57
14,14,1045
15,15,1107
16,16,209
17,17,157
18,18,1226
19,19,1349
20,20,480
21,21,1158
22,22,1352
23,23,940
24,24,1413
25,25,13
26,26,1059
27,27,795
28,28,1327
29,29,818
30,30,1164
31,31,536
32,32,445
33,33,381
34,34,218
35,35,483
36,36,1120
37,37,809
38,38,690
39,39,1207
40,40,610
41,41,565
42,42,949
43,43,574
44,44,345
45,45,347
46,46,980
47,47,230
48,48,754
49,49,819
50,50,301
51,51,721
52,52,951
53,53,1395
54,54,162
55,55,865
56,56,205
57,57,271
58,58,1242
59,59,1025
60,60,426
61,61,1089
62,62,222
63,63,917
64,64,909
65,65,289
66,66,960
67,67,26
68,68,189
69,69,423
70,70,319
71,71,674
72,72,264
73,73,495
74,74,206
75,75,1325
76,76,1496
77,77,59
78,78,1028
79,79,1302
80,80,13
81,81,597
82,82,1370
83,83,1384
84,84,42
85,85,879
86,86,1034
87,87,404
88,88,1482
89,89,120
90,90,121
91,91,9
92,92,1227
93,93,1461
94,94,1399
95,95,743
96,96,1315
97,97,1046
98,98,1443
99,99,433
100,100,881
101,101,513
102,102,245
103,103,957
104,104,532
105,105,360
106,106,601
107,107,1346
108,108,993
109,109,1318
110,110,914
111,111,326
112,112,802
113,113,1060
114,114,1465
115,115,510
116,116,1337
117,117,1373
118,118,1412
119,119,1003
120,120,1117
121,121,389
122,122,1385
123,123,476
124,124,59
125,125,357
126,126,1426
127,127,1215
128,128,476
129,129,61
130,130,392
131,131,1498
132,132,697
133,133,1363
134,134,729
135,135,644
136,136,1176
137,137,179
138,138,72
139,139,665
140,140,503
141,141,445
142,142,980
143,143,498
144,144,409
145,145,1200
146,146,1021
147,147,1225
148,148,1173
149,149,684
150,150,385
151,151,652
152,152,409
153,153,452
154,154,961
155,155,1060
156,156,230
157,157,8
158,158,576
159,159,694
160,160,61
161,161,999
162,162,1067
163,163,609
164,164,35
165,165,763
166,166,945
167,167,112
168,168,468
169,169,749
170,170,475
171,171,141
172,172,339
173,173,357
174,174,487
175,175,370
176,176,346
177,177,1100
178,178,1079
179,179,721
180,180,1229
181,181,832
182,182,405
183,183,942
184,184,850
185,185,824
186,186,1266
187,187,22
188,188,691
189,189,1244
190,190,57
191,191,36
192,192,1131
193,193,407
194,194,1082
195,195,1139
196,196,223
197,197,175
198,198,625
199,199,656
200,200,543
201,201,1010
202,202,852
203,203,560
204,204,666
205,205,1184
206,206,1158
207,207,529
208,208,151
209,209,566
210,210,899
211,211,203
212,212,652
213,213,924
214,214,347
215,215,87
216,216,304
217,217,336
218,218,941
219,219,752
220,220,645
221,221,531
222,222,28
223,223,618
224,224,1016
225,225,1235
226,226,316
227,227,929
228,228,961
229,229,943
230,230,360
231,231,514
232,232,519
233,233,1069
234,234,1256
235,235,395
236,236,1317
237,237,175
238,238,220
239,239,864
240,240,98
241,241,723
242,242,103
243,243,1106
244,244,672
245,245,612
246,246,1052
247,247,210
248,248,372
249,249,967
250,250,40
251,251,1254
252,252,569
253,253,344
254,254,997
255,255,902
256,256,836
257,257,766
258,258,362
259,259,1131
260,260,343
261,261,1420
262,262,370
263,263,331
264,264,586
265,265,104
266,266,1059
267,267,425
268,268,17
269,269,240
270,270,1054
271,271,1102
272,272,1288
273,273,730
274,274,197
275,275,17
276,276,1426
277,277,1282
278,278,922
279,279,1186
280,280,1234
281,281,1272
282,282,1098
283,283,32
284,284,855
285,285,1239
286,286,537
287,287,1137
288,288,469
289,289,1447
290,290,1462
291,291,1180
292,292,1168
293,293,993
294,294,1277
295,295,670
296,296,369
297,297,238
298,298,1040
299,299,219
300,300,1297
301,301,324
302,302,248
303,303,1052
304,304,1220
305,305,1341
306,306,1178
307,307,233
308,308,1258
309,309,1457
310,310,1034
311,311,702
312,312,906
313,313,349
314,314,1376
315,315,834
316,316,349
317,317,222
318,318,1499
319,319,784
320,320,1372
321,321,456
322,322,1072
323,323,1372
324,324,582
325,325,1352
326,326,1270
327,327,913
328,328,328
329,329,853
330,330,435
331,331,203
332,332,1103
333,333,516
334,334,726
335,335,803
336,336,337
337,337,358
338,338,1061
339,339,1343
340,340,318
341,341,521
342,342,484
343,343,305
344,344,12
345,345,1145
346,346,537
347,347,195
348,348,1231
349,349,14
350,350,317
351,351,1098
352,352,1460
353,353,1463
354,354,313
355,355,1471
356,356,860
357,357,886
358,358,743
359,359,576
360,360,565
361,361,212
362,362,1259
363,363,204
364,364,323
365,365,288
366,366,515
367,367,526
368,368,119
369,369,428
370,370,1077
371,371,1349
372,372,773
373,373,977
374,374,498
375,375,384
376,376,1209
377,377,1077
378,378,326
379,379,545
380,380,1300
381,381,587
382,382,881
383,383,409
384,384,1179
385,385,479
386,386,855
387,387,635
388,388,1129
389,389,1004
390,390,1355
391,391,297
392,392,907
393,393,88
394,394,1235
395,395,341
396,396,1147
397,397,1014
398,398,257
399,399,1225
400,400,517
401,401,318
402,402,446
403,403,256
404,404,1148
405,405,177
406,406,239
407,407,1248
408,408,1101
409,409,171
410,410,733
411,411,931
412,412,589
413,413,332
414,414,312
415,415,455
416,416,523
417,417,1410
418,418,182
419,419,1099
420,420,689
421,421,1336
422,422,2
423,423,1113
424,424,1234
425,425,854
426,426,893
427,427,489
428,428,218
429,429,1160
430,430,1466
431,431,420
432,432,107
433,433,11
434,434,36
435,435,439
436,436,347
437,437,589
438,438,73
439,439,70
440,440,538
441,441,1097
442,442,1103
443,443,97
444,444,513
445,445,562
446,446,573
447,447,310
448,448,1295
449,449,479
450,450,949
451,451,1058
452,452,858
453,453,519
454,454,1410
455,455,467
456,456,113
457,457,954
458,458,773
459,459,984
460,460,772
461,461,613
462,462,308
463,463,254
464,464,31
465,465,1394
466,466,108
467,467,249
468,468,249
469,469,909
470,470,405
471,471,1373
472,472,711
473,473,1333
474,474,364
475,475,488
476,476,105
477,477,807
478,478,304
479,479,629
480,480,379
481,481,628
482,482,366
483,483,837
484,484,1246
485,485,758
486,486,805
487,487,762
488,488,1290
489,489,945
490,490,575
491,491,674
492,492,1405
493,493,418
494,494,749
495,495,33
496,496,738
497,497,1109
498,498,1092
499,499,1445
500,500,992
1,1,1220
2,2,857
3,3,88
4,4,207
5,5,1011
6,6,340
7,7,557
8,8,463
9,9,922
10,10,250
11,11,27
12,12,134
13,13,1288
14,14,1116
15,15,232
16,16,703
17,17,948
18,18,383
19,19,1478
20,20,1262
21,21,971
22,22,456
23,23,1323
24,24,842
25,25,1138
26,26,912
27,27,773
28,28,240
29,29,59
30,30,616
31,31,795
32,32,197
33,33,1202
34,34,1151
35,35,540
36,36,1303
37,37,129
38,38,841
39,39,142
40,40,1406
41,41,1124
42,42,26
43,43,391
44,44,1072
45,45,21
46,46,1025
47,47,538
48,48,494
49,49,550
50,50,1049
51,51,425
52,52,774
53,53,850
54,54,916
55,55,854
56,56,1216
57,57,340
58,58,1084
59,59,214
60,60,94
61,61,50
62,62,1397
63,63,287
64,64,171
65,65,545
66,66,1074
67,67,333
68,68,568
69,69,838
70,70,635
71,71,958
72,72,1344
73,73,561
74,74,1128
75,75,56
76,76,346
77,77,1374
78,78,1342
79,79,576
80,80,1280
81,81,17
82,82,246
83,83,583
84,84,480
85,85,829
86,86,420
87,87,97
88,88,1047
89,89,1377
90,90,720
91,91,1014
92,92,1387
93,93,280
94,94,1051
95,95,263
96,96,630
97,97,1480
98,98,1255
99,99,683
100,100,1143
101,101,1407
102,102,998
103,103,487
104,104,858
105,105,1302
106,106,493
107,107,417
108,108,291
109,109,13
110,110,1173
111,111,210
112,112,1028
113,113,706
114,114,231
115,115,582
116,116,1325
117,117,1258
118,118,410
119,119,985
120,120,1497
121,121,533
122,122,1031
123,123,194
124,124,2
125,125,602
126,126,146
127,127,751
128,128,1496
129,129,922
130,130,1463
131,131,1279
132,132,625
133,133,518
134,134,1039
135,135,872
136,136,472
137,137,788
138,138,569
139,139,246
140,140,186
141,141,513
142,142,745
143,143,1256
144,144,711
145,145,694
146,146,434
147,147,812
148,148,726
149,149,29
150,150,538
151,151,376
152,152,386
153,153,923
154,154,136
155,155,1056
156,156,719
157,157,445
158,158,379
159,159,636
160,160,142
161,161,540
162,162,196
163,163,536
164,164,724
165,165,904
166,166,1183
167,167,782
168,168,848
169,169,1087
170,170,1311
171,171,389
172,172,1425
173,173,1055
174,174,485
175,175,1358
176,176,177
177,177,557
178,178,582
179,179,778
180,180,446
181,181,615
182,182,627
183,183,1149
184,184,957
185,185,712
186,186,862
187,187,158
188,188,1108
189,189,333
190,190,1366
191,191,864
192,192,332
193,193,1458
194,194,1230
195,195,576
196,196,679
197,197,451
198,198,1332
199,199,386
200,200,623
201,201,852
202,202,377
203,203,172
204,204,1347
205,205,695
206,206,995
207,207,446
208,208,1335
209,209,251
210,210,732
211,211,1188
212,212,1153
213,213,805
214,214,1370
215,215,1472
216,216,20
217,217,464
218,218,1174
219,219,1150
220,220,1397
221,221,1013
222,222,207
223,223,1358
224,224,674
225,225,956
226,226,1215
227,227,745
228,228,481
229,229,339
230,230,918
231,231,1159
232,232,1376
233,233,1037
234,234,1227
235,235,640
236,236,1295
237,237,414
238,238,961
239,239,753
240,240,907
241,241,1134
242,242,1216
243,243,1265
244,244,273
245,245,6
246,246,263
247,247,828
248,248,1470
249,249,889
250,250,1310
251,251,1183
252,252,663
253,253,1130
254,254,1276
255,255,1156
256,256,1470
257,257,1275
258,258,1287
259,259,130
260,260,1478
261,261,1095
262,262,465
263,263,989
264,264,220
265,265,155
266,266,797
267,267,803
268,268,115
269,269,1142
270,270,1259
271,271,1322
272,272,384
273,273,1432
274,274,466
275,275,807
276,276,1470
277,277,284
278,278,1011
279,279,584
280,280,601
281,281,977
282,282,1076
283,283,896
284,284,351
285,285,986
286,286,859
287,287,747
288,288,1236
289,289,421
290,290,344
291,291,29
292,292,246
293,293,1279
294,294,1032
295,295,689
296,296,1141
297,297,1201
298,298,227
299,299,1380
300,300,251
301,301,115
302,302,178
303,303,53
304,304,917
305,305,1099
306,306,114
307,307,727
308,308,972
309,309,354
310,310,1217
311,311,580
312,312,70
313,313,710
314,314,907
315,315,957
316,316,787
317,317,1285
318,318,1414
319,319,630
320,320,785
321,321,87
322,322,222
323,323,1365
324,324,1272
325,325,1475
326,326,402
327,327,605
328,328,261
329,329,988
330,330,1398
331,331,1307
332,332,913
333,333,1022
334,334,846
335,335,1218
336,336,495
337,337,1188
338,338,596
339,339,1154
340,340,1407
341,341,409
342,342,1028
343,343,1122
344,344,804
345,345,893
346,346,880
347,347,792
348,348,312
349,349,1072
350,350,1245
351,351,289
352,352,851
353,353,822
354,354,1329
355,355,704
356,356,278
357,357,1299
358,358,917
359,359,672
360,360,456
361,361,581
362,362,1053
363,363,1300
364,364,215
365,365,75
366,366,894
367,367,1203
368,368,58
369,369,1118
370,370,1064
371,371,1274
372,372,589
373,373,130
374,374,658
375,375,670
376,376,766
377,377,347
378,378,1001
379,379,474
380,380,572
381,381,1258
382,382,467
383,383,993
384,384,1456
385,385,794
386,386,1259
387,387,718
388,388,608
389,389,1140
390,390,59
391,391,1001
392,392,572
393,393,1426
394,394,103
395,395,192
396,396,523
397,397,1283
398,398,372
399,399,445
400,400,467
401,401,214
402,402,290
403,403,888
404,404,914
405,405,1051
406,406,279
407,407,975
408,408,1043
409,409,365
410,410,215
411,411,493
412,412,464
413,413,980
414,414,891
415,415,1249
416,416,1429
417,417,1308
418,418,820
419,419,664
420,420,1231
421,421,945
422,422,1325
423,423,954
424,424,124
425,425,254
426,426,1247
427,427,691
428,428,66
429,429,771
430,430,503
431,431,187
432,432,1489
433,433,1474
434,434,962
435,435,79
436,436,1151
437,437,1171
438,438,314
439,439,137
440,440,1162
441,441,1037
442,442,831
443,443,76
444,444,1265
445,445,81
446,446,1390
447,447,419
448,448,329
449,449,1312
450,450,1171
451,451,1383
452,452,656
453,453,311
454,454,900
455,455,1236
456,456,1434
457,457,68
458,458,1332
459,459,472
460,460,983
461,461,45
462,462,215
463,463,397
464,464,338
465,465,917
466,466,1292
467,467,1249
468,468,1344
469,469,190
470,470,863
471,471,953
472,472,30
473,473,1242
474,474,1318
475,475,49
476,476,680
477,477,1201
478,478,966
479,479,869
480,480,1252
481,481,1272
482,482,1086
483,483,532
484,484,1239
485,485,1317
486,486,1039
487,487,984
488,488,1089
489,489,460
490,490,87
491,491,1262
492,492,930
493,493,1171
494,494,980
495,495,40
496,496,985
497,497,331
498,498,1124
499,499,194
500,500,61
1,1,559
2,2,510
3,3,1217
4,4,786
5,5,631
6,6,911
7,7,147
8,8,1305
9,9,852
10,10,856
11,11,208
12,12,1184
13,13,210
14,14,1020
15,15,265
16,16,1113
17,17,980
18,18,798
19,19,814
20,20,238
21,21,248
22,22,1083
23,23,320
24,24,613
25,25,135
26,26,552
27,27,106
28,28,979
29,29,546
30,30,1241
31,31,243
32,32,320
33,33,607
34,34,541
35,35,281
36,36,206
37,37,1261
38,38,1127
39,39,691
40,40,491
41,41,1451
42,42,342
43,43,1274
44,44,1036
45,45,549
46,46,1257
47,47,1045
48,48,1281
49,49,1445
50,50,564
51,51,644
52,52,59
53,53,66
54,54,1486
55,55,480
56,56,1045
57,57,1437
58,58,452
59,59,619
60,60,1397
61,61,462
62,62,1018
63,63,278
64,64,482
65,65,222
66,66,121
67,67,910
68,68,763
69,69,369
70,70,741
71,71,404
72,72,1348
73,73,467
74,74,1076
75,75,66
76,76,593
77,77,443
78,78,883
79,79,960
80,80,121
81,81,1296
82,82,413
83,83,94
84,84,1246
85,85,908
86,86,799
87,87,978
88,88,334
89,89,502
90,90,394
91,91,98
92,92,1402
93,93,69
94,94,252
95,95,1345
96,96,377
97,97,471
98,98,1281
99,99,843
100,100,934
101,101,164
102,102,322
103,103,840
104,104,985
105,105,370
106,106,1033
107,107,18
108,108,1114
109,109,73
110,110,615
111,111,748
112,112,1227
113,113,1296
114,114,1392
115,115,772
116,116,1451
117,117,515
118,118,1083
119,119,529
120,120,333
121,121,853
122,122,1105
123,123,1352
124,124,142
125,125,825
126,126,448
127,127,1245
128,128,18
129,129,15
130,130,1145
131,131,1146
132,132,848
133,133,760
134,134,1314
135,135,174
136,136,1432
137,137,80
138,138,867
139,139,731
140,140,215
141,141,893
142,142,661
143,143,208
144,144,1070
145,145,1312
146,146,1200
147,147,573
148,148,1305
149,149,940
150,150,542
151,151,109
152,152,241
153,153,574
154,154,1338
155,155,1270
156,156,1353
157,157,1269
158,158,167
159,159,1362
160,160,988
161,161,1431
162,162,1374
163,163,450
164,164,314
165,165,447
166,166,278
167,167,282
168,168,238
169,169,464
170,170,152
171,171,30
172,172,1189
173,173,805
174,174,1115
175,175,120
176,176,1477
177,177,1208
178,178,715
179,179,1275
180,180,644
181,181,831
182,182,1497
183,183,183
184,184,275
185,185,322
186,186,758
187,187,1154
188,188,161
189,189,853
190,190,276
191,191,433
192,192,1083
193,193,1233
194,194,1391
195,195,423
196,196,1260
197,197,1489
198,198,688
199,199,897
200,200,592
201,201,1220
202,202,626
203,203,1106
204,204,33
205,205,1208
